record_id,redcap_survey_identifier,welcome_timestamp,subid,assignment_id,study_id,welcome_complete,consent_timestamp,consent_1,consent_complete,demographics_timestamp,gender,other_gender,age,country_born,other_country,years_in_us,years,occupation,race___1,race___2,race___3,race___4,race___5,race___6,race___7,demographics_complete,game_timestamp,game_complete,participant_ratings_timestamp,mead_name,clr_accordion_2,exp_accordion_2,lrg_accordion_2,clr_apple_2,exp_apple_2,lrg_apple_2,clr_apple_4,exp_apple_4,lrg_apple_4,clr_asian_05,exp_asian_05,lrg_asian_05,clr_bacon_2,exp_bacon_2,lrg_bacon_2,clr_bag_college_01,exp_bag_college_01,lrg_bag_college_01,clr_bag_college_05,exp_bag_college_05,lrg_bag_college_05,clr_bag_girl_04,exp_bag_girl_04,lrg_bag_girl_04,clr_bag_women_03,exp_bag_women_03,lrg_bag_women_03,clr_bag_women_04,exp_bag_women_04,lrg_bag_women_04,clr_bagel_4,exp_bagel_4,lrg_bagel_4,clr_ball_05,exp_ball_05,lrg_ball_05,clr_ballet_shoe_02,exp_ballet_shoe_02,lrg_ballet_shoe_02,clr_banana_2,exp_banana_2,lrg_banana_2,clr_beads_3,exp_beads_3,lrg_beads_3,clr_beads_4,exp_beads_4,lrg_beads_4,clr_berries_4,exp_berries_4,lrg_berries_4,clr_berries_05,exp_berries_05,lrg_berries_05,clr_bike_04,exp_bike_04,lrg_bike_04,clr_bike_05,exp_bike_05,lrg_bike_05,clr_bike_06,exp_bike_06,lrg_bike_06,clr_binocular_02,exp_binocular_02,lrg_binocular_02,clr_bowling_03,exp_bowling_03,lrg_bowling_03,clr_bracelet_01,exp_bracelet_01,lrg_bracelet_01,clr_burger_01,exp_burger_01,lrg_burger_01,clr_burger_4,exp_burger_4,lrg_burger_4,clr_cam_corder_3,exp_cam_corder_3,lrg_cam_corder_3,clr_camera_3,exp_camera_3,lrg_camera_3,clr_camera_4,exp_camera_4,lrg_camera_4,clr_candy_2,exp_candy_2,lrg_candy_2,clr_chess_4,exp_chess_4,lrg_chess_4,clr_chicken_3,exp_chicken_3,lrg_chicken_3,clr_chips_01,exp_chips_01,lrg_chips_01,clr_chips_02,exp_chips_02,lrg_chips_02,clr_chocolate_2,exp_chocolate_2,lrg_chocolate_2,clr_chocolate_cake_1,exp_chocolate_cake_1,lrg_chocolate_cake_1,clr_chocolate3,exp_chocolate3,lrg_chocolate3,clr_chocolate6,exp_chocolate6,lrg_chocolate6,clr_cologne_1,exp_cologne_1,lrg_cologne_1,clr_cologne_2,exp_cologne_2,lrg_cologne_2,clr_cone_1,exp_cone_1,lrg_cone_1,clr_cookie1,exp_cookie1,lrg_cookie1,clr_cookie3,exp_cookie3,lrg_cookie3,clr_cube_2,exp_cube_2,lrg_cube_2,clr_cupcake,exp_cupcake,lrg_cupcake,clr_dice_4,exp_dice_4,lrg_dice_4,clr_domino_3,exp_domino_3,lrg_domino_3,clr_drums_2,exp_drums_2,lrg_drums_2,clr_earrings_04,exp_earrings_04,lrg_earrings_04,clr_fitness_04,exp_fitness_04,lrg_fitness_04,clr_fitness_07,exp_fitness_07,lrg_fitness_07,clr_fitness_08,exp_fitness_08,lrg_fitness_08,clr_frisbee_4,exp_frisbee_4,lrg_frisbee_4,clr_frisbee_5,exp_frisbee_5,lrg_frisbee_5,clr_green_beans_1,exp_green_beans_1,lrg_green_beans_1,clr_greens_01,exp_greens_01,lrg_greens_01,clr_greens_06,exp_greens_06,lrg_greens_06,clr_greens_07,exp_greens_07,lrg_greens_07,clr_guitar_5,exp_guitar_5,lrg_guitar_5,clr_head_band_01,exp_head_band_01,lrg_head_band_01,clr_headphones_1,exp_headphones_1,lrg_headphones_1,clr_headphones_4,exp_headphones_4,lrg_headphones_4,clr_helicopter_1,exp_helicopter_1,lrg_helicopter_1,clr_ice_skates_6,exp_ice_skates_6,lrg_ice_skates_6,clr_lip_02_final,exp_lip_02_final,lrg_lip_02_final,clr_lip_04_final,exp_lip_04_final,lrg_lip_04_final,clr_mac_cheese_01,exp_mac_cheese_01,lrg_mac_cheese_01,clr_makeup_02,exp_makeup_02,lrg_makeup_02,clr_makeup_4,exp_makeup_4,lrg_makeup_4,clr_meat_01,exp_meat_01,lrg_meat_01,clr_microscope_3,exp_microscope_3,lrg_microscope_3,clr_mikado_3,exp_mikado_3,lrg_mikado_3,clr_muffin2,exp_muffin2,lrg_muffin2,clr_nail01_final,exp_nail01_final,lrg_nail01_final,clr_nail04_final,exp_nail04_final,lrg_nail04_final,clr_necklace_01,exp_necklace_01,lrg_necklace_01,clr_necklace_03,exp_necklace_03,lrg_necklace_03,clr_notebook_6,exp_notebook_6,lrg_notebook_6,clr_notebook_7,exp_notebook_7,lrg_notebook_7,clr_oil_1,exp_oil_1,lrg_oil_1,clr_oil_5,exp_oil_5,lrg_oil_5,clr_paper_3,exp_paper_3,lrg_paper_3,clr_parfait_2,exp_parfait_2,lrg_parfait_2,clr_pencil_2,exp_pencil_2,lrg_pencil_2,clr_piano_3,exp_piano_3,lrg_piano_3,clr_piano_4,exp_piano_4,lrg_piano_4,clr_pie3,exp_pie3,lrg_pie3,clr_pizza_03,exp_pizza_03,lrg_pizza_03,clr_pizza_05,exp_pizza_05,lrg_pizza_05,clr_pokerchips_3,exp_pokerchips_3,lrg_pokerchips_3,clr_pomegranate_01,exp_pomegranate_01,lrg_pomegranate_01,clr_quinoa_01,exp_quinoa_01,lrg_quinoa_01,clr_radio_3,exp_radio_3,lrg_radio_3,clr_record_4,exp_record_4,lrg_record_4,clr_ribbon_4,exp_ribbon_4,lrg_ribbon_4,clr_ring_03,exp_ring_03,lrg_ring_03,clr_roller_skates_01,exp_roller_skates_01,lrg_roller_skates_01,clr_roller_skates_02,exp_roller_skates_02,lrg_roller_skates_02,clr_rucksack_02,exp_rucksack_02,lrg_rucksack_02,clr_rucksack_04,exp_rucksack_04,lrg_rucksack_04,clr_running_shoe_03,exp_running_shoe_03,lrg_running_shoe_03,clr_salmon,exp_salmon,lrg_salmon,clr_sandwich_2,exp_sandwich_2,lrg_sandwich_2,clr_sandwich_3,exp_sandwich_3,lrg_sandwich_3,clr_sandwich_5,exp_sandwich_5,lrg_sandwich_5,clr_shrimp_02,exp_shrimp_02,lrg_shrimp_02,clr_skateboard_06,exp_skateboard_06,lrg_skateboard_06,clr_sneaker_01,exp_sneaker_01,lrg_sneaker_01,clr_sneaker_04,exp_sneaker_04,lrg_sneaker_04,clr_snorkling_3,exp_snorkling_3,lrg_snorkling_3,clr_soup_03,exp_soup_03,lrg_soup_03,clr_sports_bag_03,exp_sports_bag_03,lrg_sports_bag_03,clr_sunglasses_01,exp_sunglasses_01,lrg_sunglasses_01,clr_sunglasses_03,exp_sunglasses_03,lrg_sunglasses_03,clr_tart1,exp_tart1,lrg_tart1,clr_violin_2,exp_violin_2,lrg_violin_2,clr_watch_01,exp_watch_01,lrg_watch_01,clr_watch_04,exp_watch_04,lrg_watch_04,clr_wrap_02,exp_wrap_02,lrg_wrap_02,clr_yarn_5,exp_yarn_5,lrg_yarn_5,participant_ratings_complete,post_study_survey_timestamp,how_was_study,purpose_1,difficulties,post_study_survey_complete,payment_timestamp,payment_complete
268,,"2021-06-11 12:29:58",60c2334352cde7cf45df564c,60c38f65e44009a689700de5,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
269,,"2021-06-11 12:31:56",5b688bd8ca518a0001c7b41c,60c38fc4b1db429a2ad71f69,60c26f29978f91950fde551a,2,"2021-06-11 12:32:20",1,2,"2021-06-11 12:32:42",2,,20,1,,1,,Student,0,0,0,0,1,0,0,2,"2021-06-11 13:09:46",2,"2021-06-11 13:30:03",,8,9,8,9,2,3,6,2,2,7,3,3,3,3,2,4,7,7,4,9,7,6,6,7,9,8,7,3,6,7,3,2,2,7,4,4,3,7,5,9,2,3,10,3,3,10,5,1,9,3,2,8,2,2,1,7,8,5,8,8,7,7,8,3,8,3,4,4,4,2,5,2,3,2,3,7,3,3,4,9,3,1,9,5,1,9,4,9,1,2,6,7,2,10,4,3,4,1,2,3,1,2,2,3,1,1,3,2,1,2,1,1,3,1,1,7,3,1,7,3,9,3,3,3,2,2,4,2,1,10,3,2,7,2,1,1,2,1,1,2,1,4,7,6,3,8,1,1,8,9,1,7,9,1,9,9,9,2,3,9,2,3,9,2,2,9,2,2,10,1,3,9,2,2,4,8,7,9,2,2,9,8,3,7,7,3,7,6,4,1,8,5,9,6,3,9,6,2,6,2,2,5,6,3,7,7,3,7,5,3,1,9,4,10,3,2,4,2,2,1,4,1,10,3,1,8,4,3,1,4,3,10,2,4,10,2,4,9,8,6,8,8,5,10,3,3,9,3,2,10,2,2,1,10,10,1,10,10,4,4,3,7,2,3,5,3,3,8,2,1,9,3,2,9,3,3,5,6,3,1,7,4,9,2,2,3,7,1,4,6,4,8,5,5,1,6,6,8,6,6,7,4,4,10,4,3,9,3,3,8,3,3,7,4,3,9,3,3,8,5,6,4,5,4,9,5,4,8,3,3,7,2,3,1,4,4,1,4,2,1,5,2,9,3,3,4,9,6,3,8,2,9,8,2,9,2,3,10,2,2,2,"2021-06-11 13:31:46","It was quite fun. ","To see how different people group things.","It was a bit hard to see what some of the photos were in the first task.",2,,0
270,,"2021-06-11 12:32:30",5f127bf1c550c71c839454f6,60c39005c82ae6b29f741ac5,60c26f29978f91950fde551a,2,"2021-06-11 12:32:42",1,2,"2021-06-11 12:33:06",2,,20,1,,1,,"Software Devrloper",0,0,0,0,1,0,0,2,"2021-06-11 13:07:17",2,"2021-06-11 13:22:57",,5,6,7,7,1,2,5,1,1,3,3,4,4,2,2,2,6,6,6,7,7,7,5,6,8,8,5,2,5,5,2,1,1,6,2,5,1,4,3,7,1,2,10,1,3,10,2,1,10,1,3,9,1,2,1,7,8,2,7,9,3,7,8,3,8,2,3,4,4,1,8,1,6,1,2,7,2,2,1,6,3,1,9,2,1,6,7,10,1,1,3,3,3,9,2,3,4,2,1,7,2,2,3,2,3,3,2,3,3,1,1,2,2,1,1,7,2,1,8,1,8,3,5,2,1,1,4,2,1,10,2,2,6,1,2,1,1,1,1,2,2,6,8,7,1,8,1,1,10,10,1,9,9,1,10,10,10,2,1,10,2,1,8,1,2,8,1,2,9,1,2,9,1,2,7,8,6,8,1,1,8,5,2,5,3,3,3,7,3,1,7,3,9,4,1,7,3,1,9,2,2,4,4,2,4,4,1,6,2,3,1,8,3,9,1,2,3,1,2,1,2,1,10,2,2,6,7,2,2,7,2,9,1,3,10,1,3,5,5,6,2,5,4,9,1,2,9,2,2,10,1,2,1,10,9,1,10,10,4,2,2,6,2,3,3,2,3,7,1,1,7,2,1,4,2,2,3,6,3,1,7,4,9,1,1,2,8,1,2,4,4,8,5,3,1,5,5,6,4,5,3,3,3,7,1,2,9,1,3,9,1,2,9,1,2,10,2,3,4,6,5,2,4,3,9,1,3,3,3,3,2,1,2,1,3,6,1,6,2,1,5,1,10,1,3,3,8,5,1,10,2,8,8,1,9,1,2,6,1,2,2,"2021-06-11 13:23:39","It was fun","To see the associations of objects based on gender","It told me I had to restart the study but it didn't actually make me.",2,"2021-06-11 13:23:46",2
271,,"2021-06-11 12:32:35",60c368324bf23d71c412fb7b,60c3901c52247d524179c28e,60c26f29978f91950fde551a,2,"2021-06-11 12:32:47",1,2,"2021-06-11 12:33:14",1,,24,1,,1,,"data analyst",0,0,0,0,0,1,0,2,"2021-06-11 13:31:00",2,"2021-06-11 13:39:42",,10,7,10,10,1,1,10,1,1,10,6,4,2,1,1,6,5,6,6,6,6,9,8,7,7,6,6,3,6,6,1,1,1,9,1,1,1,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,1,10,7,8,9,7,4,8,7,7,4,3,3,1,3,1,7,1,1,1,1,7,1,1,1,10,1,1,10,1,1,10,1,10,1,1,1,1,1,6,4,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,10,1,10,1,4,1,1,1,2,1,1,10,1,1,7,1,1,1,1,1,1,1,1,1,8,4,1,10,1,1,10,10,1,10,10,1,10,10,8,1,3,8,1,3,7,1,1,7,5,1,7,3,1,6,1,1,3,7,6,8,1,1,10,4,2,7,4,2,8,4,2,1,9,3,8,1,1,10,1,1,6,3,2,1,1,1,1,1,1,7,6,2,1,6,3,10,1,1,1,1,1,1,8,1,10,1,1,8,9,2,1,10,2,10,1,1,10,1,1,10,1,1,1,7,4,10,1,1,10,1,1,10,1,1,1,10,6,1,10,9,3,1,1,5,3,3,7,3,3,10,3,1,10,1,1,4,3,2,3,2,2,1,1,1,10,1,1,4,10,1,3,1,2,6,1,1,1,2,4,5,3,4,5,3,2,5,3,3,4,4,4,6,4,4,3,3,3,10,2,1,6,3,3,6,3,3,8,3,4,7,3,3,6,1,2,1,3,4,1,7,1,1,6,3,8,1,1,1,8,1,1,10,1,7,9,2,5,2,2,10,1,1,2,"2021-06-11 13:39:56",nice,recognition,n/a,2,"2021-06-11 13:40:00",2
272,,"2021-06-11 12:32:49",60abca98eca58f378b17dc20,60c39002f0b62f112fc13cf9,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
273,,"2021-06-11 12:33:10",5a9067894eecca0001dd1427,60c39033f85f1b1893acbd89,60c26f29978f91950fde551a,2,"2021-06-11 12:33:21",1,2,"2021-06-11 12:33:55",1,,25,1,,1,,Unemployed,0,0,0,1,0,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
274,,"2021-06-11 12:33:49",60abca98eca58f378b17dc20,60c39002f0b62f112fc13cf9,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
275,,"2021-06-11 12:34:10",5f735bd983774005e3530082,60c390752120233fb682c6c8,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
276,,"2021-06-11 12:34:12",5e5aa9938edd03000e4037ce,60c38ffe64b1172934bc0b20,60c26f29978f91950fde551a,2,"2021-06-11 12:34:38",1,2,"2021-06-11 12:34:57",1,,24,1,,1,,"Warehouse manager",0,0,0,0,1,0,0,2,"2021-06-11 13:12:14",2,"2021-06-11 13:34:08",,7,7,4,4,1,1,4,1,1,5,3,2,3,1,1,4,4,4,2,4,4,4,4,4,4,3,3,3,3,4,3,1,1,3,2,3,2,3,1,4,1,1,10,1,1,10,2,1,6,1,1,4,1,1,2,8,7,4,8,7,3,8,7,3,4,2,2,1,1,3,4,1,2,2,1,4,1,1,1,4,2,2,6,2,2,4,2,4,1,1,4,2,1,5,2,2,3,1,1,2,1,1,4,1,1,3,1,1,1,1,1,2,1,1,2,3,1,2,3,1,6,1,2,2,1,1,5,1,1,9,1,1,5,1,1,3,1,1,2,1,1,5,6,5,2,4,1,2,10,10,1,10,10,2,10,10,5,2,2,5,2,2,4,1,1,4,1,1,4,1,1,3,1,1,4,6,5,4,1,1,5,3,1,4,3,1,5,1,1,2,2,2,5,1,1,4,1,1,3,1,1,5,1,1,3,1,1,6,2,1,2,6,3,9,1,1,2,1,1,2,2,1,8,1,1,5,1,1,4,1,1,8,1,1,10,1,1,6,2,3,2,5,3,9,1,1,8,1,1,10,1,1,2,10,10,2,10,10,3,1,1,5,1,1,4,1,1,5,5,1,5,1,1,3,1,1,6,2,2,2,3,2,7,1,1,3,4,1,1,3,2,4,3,2,3,3,4,4,3,4,5,3,1,5,1,1,6,1,1,5,1,1,3,1,1,7,1,1,4,5,3,2,3,1,4,2,1,5,2,1,4,1,1,2,4,4,1,3,1,1,3,1,4,1,1,5,7,6,2,5,1,4,5,1,7,1,1,8,1,1,2,"2021-06-11 13:34:51","It's tedious","see how we identify items",No,2,"2021-06-11 13:34:59",2
277,,"2021-06-11 12:34:26",6018a5c0e1600b187ccb8693,60c38efc699269111b4c4128,60c26f29978f91950fde551a,2,"2021-06-11 12:34:30",1,2,"2021-06-11 12:34:43",1,,23,1,,1,,Retail,0,1,0,0,0,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
278,,"2021-06-11 12:34:45",60a978061fcce2c3ad77ce46,60c39027a2281e4a613ee135,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
279,,"2021-06-11 12:37:30",602af54feff74b1eeac797e8,60c39141f0d47a4ef8474e72,60c26f29978f91950fde551a,2,"2021-06-11 12:37:59",1,2,"2021-06-11 12:38:36",3,,20,1,,1,,"Student/Part-Time delivery",0,0,0,0,1,0,0,2,"2021-06-11 13:10:03",2,"2021-06-11 13:24:10",,6,4,7,8,1,1,7,2,2,8,4,4,3,3,3,5,8,7,4,8,7,6,8,8,9,8,7,4,7,6,3,2,2,5,3,4,4,6,3,8,1,2,10,3,1,10,6,2,10,3,2,8,2,2,1,9,9,8,9,9,7,10,9,1,9,4,2,2,4,1,7,3,1,3,3,4,2,3,1,6,3,1,10,3,1,8,3,7,1,1,2,8,2,8,4,3,3,2,2,2,2,2,2,3,3,3,4,4,1,2,1,3,2,1,1,8,2,1,9,2,7,4,4,1,1,2,3,2,1,9,4,3,5,3,2,1,3,1,1,4,2,4,9,7,2,7,1,1,10,10,1,10,10,1,10,10,6,4,4,7,3,4,7,1,2,6,2,3,8,2,3,8,3,3,3,8,7,5,2,3,5,7,4,4,5,4,4,5,3,1,6,4,6,7,1,5,8,1,3,2,4,2,8,2,4,8,2,7,4,3,1,9,5,8,2,2,1,2,2,1,6,2,8,4,2,5,7,4,3,6,3,8,3,3,10,3,3,10,6,4,6,6,4,8,3,2,8,5,3,9,3,2,1,8,8,1,10,10,2,4,3,7,4,4,1,3,4,5,3,1,7,2,2,6,3,3,1,6,4,1,8,5,7,3,2,3,9,1,1,7,4,5,5,4,1,5,6,4,4,6,3,3,4,7,3,3,4,2,3,4,2,2,3,5,2,8,4,3,3,7,5,3,6,3,7,2,3,3,4,3,6,2,3,2,5,6,1,7,2,1,7,2,6,3,3,2,9,4,1,9,1,4,8,1,5,2,2,7,1,2,2,"2021-06-11 13:24:58","It was quite long but seems to be about how people organize things and value things based on visuals. Was a pretty good study","how people organize things and value things based on visuals.",no,2,"2021-06-11 13:25:03",2
280,,"2021-06-11 12:37:46",60b6b40c9289145addeee2ff,60c38e71043ce514e12857a7,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
281,,"2021-06-11 12:37:54",5d8409a9c4b157000195f72a,60c390a33f133a361ef63842,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
282,,"2021-06-11 12:38:18",60c167bfe3b81c9d04740d04,60c3914731ea9eddb658dbd0,60c26f29978f91950fde551a,2,"2021-06-11 12:39:11",1,2,"2021-06-11 12:39:38",2,,18,1,,1,,"College Student",0,0,0,1,0,0,0,2,"[not completed]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
283,,"2021-06-11 12:38:22",60a978061fcce2c3ad77ce46,60c39027a2281e4a613ee135,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
